Buying ,main,doors,persons,bot,safe,class
3,2,4,4,3,2,acc
3,2,4,4,3,3,vgood
3,2,4,3,1,1,unacc
3,2,4,3,1,2,acc
3,2,4,3,1,3,acc
3,2,4,3,2,1,unacc
3,2,4,3,2,2,acc
3,2,4,3,2,3,vgood
3,2,4,3,3,1,unacc
3,2,4,3,3,2,acc
3,2,4,3,3,3,vgood
3,2,6,2,1,1,unacc
3,2,6,2,1,2,unacc
3,2,6,2,1,3,unacc
3,2,6,2,2,1,unacc
3,2,6,2,2,2,unacc
3,2,6,2,2,3,unacc
3,2,6,2,3,1,unacc
3,2,6,2,3,2,unacc
3,2,6,2,3,3,unacc
3,2,6,4,1,1,unacc
3,2,6,4,1,2,acc
3,2,6,4,1,3,acc
3,2,6,4,2,1,unacc
3,2,6,4,2,2,acc
3,2,6,4,2,3,vgood
3,2,6,4,3,1,unacc
3,2,6,4,3,2,acc
3,2,6,4,3,3,vgood
3,2,6,3,1,1,unacc
3,2,6,3,1,2,acc
3,2,6,3,1,3,acc
3,2,6,3,2,1,unacc
3,2,6,3,2,2,acc
3,2,6,3,2,3,vgood
3,2,6,3,3,1,unacc
3,2,6,3,3,2,acc
3,2,6,3,3,3,vgood
3,1,2,2,1,1,unacc
3,1,2,2,1,2,unacc
3,1,2,2,1,3,unacc
3,1,2,2,2,1,unacc
3,1,2,2,2,2,unacc
3,1,2,2,2,3,unacc
3,1,2,2,3,1,unacc
3,1,2,2,3,2,unacc
3,1,2,2,3,3,unacc
3,1,2,4,1,1,unacc
3,1,2,4,1,2,acc
3,1,2,4,1,3,good
3,1,2,4,2,1,unacc
3,1,2,4,2,2,acc
3,1,2,4,2,3,good
3,1,2,4,3,1,unacc
3,1,2,4,3,2,good
3,1,2,4,3,3,vgood
3,1,2,3,1,1,unacc
3,1,2,3,1,2,unacc
3,1,2,3,1,3,unacc
3,1,2,3,2,1,unacc
3,1,2,3,2,2,acc
3,1,2,3,2,3,good
3,1,2,3,3,1,unacc
3,1,2,3,3,2,good
3,1,2,3,3,3,vgood
3,1,3,2,1,1,unacc
3,1,3,2,1,2,unacc
3,1,3,2,1,3,unacc
3,1,3,2,2,1,unacc
3,1,3,2,2,2,unacc
3,1,3,2,2,3,unacc
3,1,3,2,3,1,unacc
3,1,3,2,3,2,unacc
3,1,3,2,3,3,unacc
3,1,3,4,1,1,unacc
3,1,3,4,1,2,acc
3,1,3,4,1,3,good
3,1,3,4,2,1,unacc
3,1,3,4,2,2,acc
3,1,3,4,2,3,good
3,1,3,4,3,1,unacc
3,1,3,4,3,2,good
3,1,3,4,3,3,vgood
3,1,3,3,1,1,unacc
3,1,3,3,1,2,acc
3,1,3,3,1,3,good
3,1,3,3,2,1,unacc
3,1,3,3,2,2,good
3,1,3,3,2,3,vgood
3,1,3,3,3,1,unacc
3,1,3,3,3,2,good
3,1,3,3,3,3,vgood
3,1,4,2,1,1,unacc
3,1,4,2,1,2,unacc
3,1,4,2,1,3,unacc
3,1,4,2,2,1,unacc
3,1,4,2,2,2,unacc
3,1,4,2,2,3,unacc
3,1,4,2,3,1,unacc
3,1,4,2,3,2,unacc
3,1,4,2,3,3,unacc
3,1,4,4,1,1,unacc
3,1,4,4,1,2,acc
3,1,4,4,1,3,good
3,1,4,4,2,1,unacc
3,1,4,4,2,2,good
3,1,4,4,2,3,vgood
3,1,4,4,3,1,unacc
3,1,4,4,3,2,good
3,1,4,4,3,3,vgood
3,1,4,3,1,1,unacc
3,1,4,3,1,2,acc
3,1,4,3,1,3,good
3,1,4,3,2,1,unacc
3,1,4,3,2,2,good
3,1,4,3,2,3,vgood
3,1,4,3,3,1,unacc
3,1,4,3,3,2,good
3,1,4,3,3,3,vgood
3,1,6,2,1,1,unacc
3,1,6,2,1,2,unacc
3,1,6,2,1,3,unacc
3,1,6,2,2,1,unacc
3,1,6,2,2,2,unacc
3,1,6,2,2,3,unacc
3,1,6,2,3,1,unacc
3,1,6,2,3,2,unacc
3,1,6,2,3,3,unacc
3,1,6,4,1,1,unacc
3,1,6,4,1,2,acc
3,1,6,4,1,3,good
3,1,6,4,2,1,unacc
3,1,6,4,2,2,good
3,1,6,4,2,3,vgood
3,1,6,4,3,1,unacc
3,1,6,4,3,2,good
3,1,6,4,3,3,vgood
3,1,6,3,1,1,unacc
3,1,6,3,1,2,acc
3,1,6,3,1,3,good
3,1,6,3,2,1,unacc
3,1,6,3,2,2,good
3,1,6,3,2,3,vgood
3,1,6,3,3,1,unacc
3,1,6,3,3,2,good
3,1,6,3,3,3,vgood
2,4,2,2,1,1,unacc
2,4,2,2,1,2,unacc
2,4,2,2,1,3,unacc
2,4,2,2,2,1,unacc
2,4,2,2,2,2,unacc
2,4,2,2,2,3,unacc
2,4,2,2,3,1,unacc
2,4,2,2,3,2,unacc
2,4,2,2,3,3,unacc
2,4,2,4,1,1,unacc
2,4,2,4,1,2,unacc
2,4,2,4,1,3,acc
2,4,2,4,2,1,unacc
2,4,2,4,2,2,unacc
2,4,2,4,2,3,acc
2,4,2,4,3,1,unacc
2,4,2,4,3,2,acc
2,4,2,4,3,3,acc
2,4,2,3,1,1,unacc
2,4,2,3,1,2,unacc
2,4,2,3,1,3,unacc
2,4,2,3,2,1,unacc
2,4,2,3,2,2,unacc
2,4,2,3,2,3,acc
2,4,2,3,3,1,unacc
2,4,2,3,3,2,acc
2,4,2,3,3,3,acc
2,4,3,2,1,1,unacc
2,4,3,2,1,2,unacc
2,4,3,2,1,3,unacc
2,4,3,2,2,1,unacc
2,4,3,2,2,2,unacc
2,4,3,2,2,3,unacc
2,4,3,2,3,1,unacc
2,4,3,2,3,2,unacc
2,4,3,2,3,3,unacc
2,4,3,4,1,1,unacc
2,4,3,4,1,2,unacc
2,4,3,4,1,3,acc
2,4,3,4,2,1,unacc
2,4,3,4,2,2,unacc
2,4,3,4,2,3,acc
2,4,3,4,3,1,unacc
2,4,3,4,3,2,acc
2,4,3,4,3,3,acc
2,4,3,3,1,1,unacc
2,4,3,3,1,2,unacc
2,4,3,3,1,3,acc
2,4,3,3,2,1,unacc
2,4,3,3,2,2,acc
2,4,3,3,2,3,acc
2,4,3,3,3,1,unacc
2,4,3,3,3,2,acc
2,4,3,3,3,3,acc
2,4,4,2,1,1,unacc
2,4,4,2,1,2,unacc
2,4,4,2,1,3,unacc
2,4,4,2,2,1,unacc
2,4,4,2,2,2,unacc
2,4,4,2,2,3,unacc
2,4,4,2,3,1,unacc
2,4,4,2,3,2,unacc
2,4,4,2,3,3,unacc
2,4,4,4,1,1,unacc
2,4,4,4,1,2,unacc
2,4,4,4,1,3,acc
2,4,4,4,2,1,unacc
2,4,4,4,2,2,acc
2,4,4,4,2,3,acc
2,4,4,4,3,1,unacc
2,4,4,4,3,2,acc
2,4,4,4,3,3,acc
2,4,4,3,1,1,unacc
2,4,4,3,1,2,unacc
2,4,4,3,1,3,acc
2,4,4,3,2,1,unacc
2,4,4,3,2,2,acc
2,4,4,3,2,3,acc
2,4,4,3,3,1,unacc
2,4,4,3,3,2,acc
2,4,4,3,3,3,acc
2,4,6,2,1,1,unacc
2,4,6,2,1,2,unacc
2,4,6,2,1,3,unacc
2,4,6,2,2,1,unacc
2,4,6,2,2,2,unacc
2,4,6,2,2,3,unacc
2,4,6,2,3,1,unacc
2,4,6,2,3,2,unacc
2,4,6,2,3,3,unacc
2,4,6,4,1,1,unacc
2,4,6,4,1,2,unacc
2,4,6,4,1,3,acc
2,4,6,4,2,1,unacc
2,4,6,4,2,2,acc
2,4,6,4,2,3,acc
2,4,6,4,3,1,unacc
2,4,6,4,3,2,acc
2,4,6,4,3,3,acc
2,4,6,3,1,1,unacc
2,4,6,3,1,2,unacc
2,4,6,3,1,3,acc
2,4,6,3,2,1,unacc
2,4,6,3,2,2,acc
2,4,6,3,2,3,acc
2,4,6,3,3,1,unacc
2,4,6,3,3,2,acc
2,4,6,3,3,3,acc
2,3,2,2,1,1,unacc
2,3,2,2,1,2,unacc
2,3,2,2,1,3,unacc
2,3,2,2,2,1,unacc
2,3,2,2,2,2,unacc
2,3,2,2,2,3,unacc
2,3,2,2,3,1,unacc
2,3,2,2,3,2,unacc
2,3,2,2,3,3,unacc
2,3,2,4,1,1,unacc
2,3,2,4,1,2,acc
2,3,2,4,1,3,acc
2,3,2,4,2,1,unacc
2,3,2,4,2,2,acc
2,3,2,4,2,3,acc
2,3,2,4,3,1,unacc
2,3,2,4,3,2,acc
2,3,2,4,3,3,vgood
2,3,2,3,1,1,unacc
2,3,2,3,1,2,unacc
2,3,2,3,1,3,unacc
2,3,2,3,2,1,unacc
2,3,2,3,2,2,acc
2,3,2,3,2,3,acc
2,3,2,3,3,1,unacc
2,3,2,3,3,2,acc
2,3,2,3,3,3,vgood
2,3,3,2,1,1,unacc
2,3,3,2,1,2,unacc
2,3,3,2,1,3,unacc
2,3,3,2,2,1,unacc
2,3,3,2,2,2,unacc
2,3,3,2,2,3,unacc
2,3,3,2,3,1,unacc
2,3,3,2,3,2,unacc
2,3,3,2,3,3,unacc
2,3,3,4,1,1,unacc
2,3,3,4,1,2,acc
2,3,3,4,1,3,acc
2,3,3,4,2,1,unacc
2,3,3,4,2,2,acc
2,3,3,4,2,3,acc
2,3,3,4,3,1,unacc
2,3,3,4,3,2,acc
2,3,3,4,3,3,vgood
2,3,3,3,1,1,unacc
2,3,3,3,1,2,acc
2,3,3,3,1,3,acc
2,3,3,3,2,1,unacc
2,3,3,3,2,2,acc
2,3,3,3,2,3,vgood
2,3,3,3,3,1,unacc
2,3,3,3,3,2,acc
2,3,3,3,3,3,vgood
2,3,4,2,1,1,unacc
2,3,4,2,1,2,unacc
2,3,4,2,1,3,unacc
2,3,4,2,2,1,unacc
2,3,4,2,2,2,unacc
2,3,4,2,2,3,unacc
2,3,4,2,3,1,unacc
2,3,4,2,3,2,unacc
2,3,4,2,3,3,unacc
2,3,4,4,1,1,unacc
2,3,4,4,1,2,acc
2,3,4,4,1,3,acc
2,3,4,4,2,1,unacc
2,3,4,4,2,2,acc
2,3,4,4,2,3,vgood
2,3,4,4,3,1,unacc
2,3,4,4,3,2,acc
2,3,4,4,3,3,vgood
2,3,4,3,1,1,unacc
2,3,4,3,1,2,acc
2,3,4,3,1,3,acc
2,3,4,3,2,1,unacc
2,3,4,3,2,2,acc
2,3,4,3,2,3,vgood
2,3,4,3,3,1,unacc
2,3,4,3,3,2,acc
2,3,4,3,3,3,vgood
2,3,6,2,1,1,unacc
2,3,6,2,1,2,unacc
2,3,6,2,1,3,unacc
2,3,6,2,2,1,unacc
2,3,6,2,2,2,unacc
2,3,6,2,2,3,unacc
2,3,6,2,3,1,unacc
2,3,6,2,3,2,unacc
2,3,6,2,3,3,unacc
2,3,6,4,1,1,unacc
2,3,6,4,1,2,acc
2,3,6,4,1,3,acc
2,3,6,4,2,1,unacc
2,3,6,4,2,2,acc
2,3,6,4,2,3,vgood
2,3,6,4,3,1,unacc
2,3,6,4,3,2,acc
2,3,6,4,3,3,vgood
2,3,6,3,1,1,unacc
2,3,6,3,1,2,acc
2,3,6,3,1,3,acc
2,3,6,3,2,1,unacc
2,3,6,3,2,2,acc
2,3,6,3,2,3,vgood
2,3,6,3,3,1,unacc
2,3,6,3,3,2,acc
2,3,6,3,3,3,vgood
2,2,2,2,1,1,unacc
2,2,2,2,1,2,unacc
2,2,2,2,1,3,unacc
2,2,2,2,2,1,unacc
2,2,2,2,2,2,unacc
2,2,2,2,2,3,unacc
2,2,2,2,3,1,unacc
2,2,2,2,3,2,unacc
2,2,2,2,3,3,unacc
2,2,2,4,1,1,unacc
2,2,2,4,1,2,acc
2,2,2,4,1,3,good
2,2,2,4,2,1,unacc
2,2,2,4,2,2,acc
2,2,2,4,2,3,good
2,2,2,4,3,1,unacc
2,2,2,4,3,2,good
2,2,2,4,3,3,vgood
2,2,2,3,1,1,unacc
2,2,2,3,1,2,unacc
2,2,2,3,1,3,unacc
2,2,2,3,2,1,unacc
2,2,2,3,2,2,acc
2,2,2,3,2,3,good
2,2,2,3,3,1,unacc
2,2,2,3,3,2,good
2,2,2,3,3,3,vgood
2,2,3,2,1,1,unacc
2,2,3,2,1,2,unacc
2,2,3,2,1,3,unacc
2,2,3,2,2,1,unacc
2,2,3,2,2,2,unacc
2,2,3,2,2,3,unacc
2,2,3,2,3,1,unacc
2,2,3,2,3,2,unacc
2,2,3,2,3,3,unacc
2,2,3,4,1,1,unacc
2,2,3,4,1,2,acc
2,2,3,4,1,3,good
2,2,3,4,2,1,unacc
2,2,3,4,2,2,acc
2,2,3,4,2,3,good
2,2,3,4,3,1,unacc
2,2,3,4,3,2,good
2,2,3,4,3,3,vgood
2,2,3,3,1,1,unacc
2,2,3,3,1,2,acc
2,2,3,3,1,3,good
2,2,3,3,2,1,unacc
2,2,3,3,2,2,good
2,2,3,3,2,3,vgood
2,2,3,3,3,1,unacc
2,2,3,3,3,2,good
2,2,3,3,3,3,vgood
2,2,4,2,1,1,unacc
2,2,4,2,1,2,unacc
2,2,4,2,1,3,unacc
2,2,4,2,2,1,unacc
2,2,4,2,2,2,unacc
2,2,4,2,2,3,unacc
2,2,4,2,3,1,unacc
2,2,4,2,3,2,unacc
2,2,4,2,3,3,unacc
2,2,4,4,1,1,unacc
2,2,4,4,1,2,acc
2,2,4,4,1,3,good
2,2,4,4,2,1,unacc
2,2,4,4,2,2,good
2,2,4,4,2,3,vgood
2,2,4,4,3,1,unacc
2,2,4,4,3,2,good
2,2,4,4,3,3,vgood
2,2,4,3,1,1,unacc
2,2,4,3,1,2,acc
2,2,4,3,1,3,good
2,2,4,3,2,1,unacc
2,2,4,3,2,2,good
2,2,4,3,2,3,vgood
2,2,4,3,3,1,unacc
2,2,4,3,3,2,good
2,2,4,3,3,3,vgood
2,2,6,2,1,1,unacc
2,2,6,2,1,2,unacc
2,2,6,2,1,3,unacc
2,2,6,2,2,1,unacc
2,2,6,2,2,2,unacc
2,2,6,2,2,3,unacc
2,2,6,2,3,1,unacc
2,2,6,2,3,2,unacc
2,2,6,2,3,3,unacc
2,2,6,4,1,1,unacc
2,2,6,4,1,2,acc
2,2,6,4,1,3,good
2,2,6,4,2,1,unacc
2,2,6,4,2,2,good
2,2,6,4,2,3,vgood
2,2,6,4,3,1,unacc
2,2,6,4,3,2,good
2,2,6,4,3,3,vgood
2,2,6,3,1,1,unacc
2,2,6,3,1,2,acc
2,2,6,3,1,3,good
2,2,6,3,2,1,unacc
2,2,6,3,2,2,good
2,2,6,3,2,3,vgood
2,2,6,3,3,1,unacc
2,2,6,3,3,2,good
2,2,6,3,3,3,vgood
2,1,2,2,1,1,unacc
2,1,2,2,1,2,unacc
2,1,2,2,1,3,unacc
2,1,2,2,2,1,unacc
2,1,2,2,2,2,unacc
2,1,2,2,2,3,unacc
2,1,2,2,3,1,unacc
2,1,2,2,3,2,unacc
2,1,2,2,3,3,unacc
2,1,2,4,1,1,unacc
2,1,2,4,1,2,acc
2,1,2,4,1,3,good
2,1,2,4,2,1,unacc
2,1,2,4,2,2,acc
2,1,2,4,2,3,good
2,1,2,4,3,1,unacc
2,1,2,4,3,2,good
2,1,2,4,3,3,vgood
2,1,2,3,1,1,unacc
2,1,2,3,1,2,unacc
2,1,2,3,1,3,unacc
2,1,2,3,2,1,unacc
2,1,2,3,2,2,acc
2,1,2,3,2,3,good
2,1,2,3,3,1,unacc
2,1,2,3,3,2,good
2,1,2,3,3,3,vgood
2,1,3,2,1,1,unacc
2,1,3,2,1,2,unacc
2,1,3,2,1,3,unacc
2,1,3,2,2,1,unacc
2,1,3,2,2,2,unacc
2,1,3,2,2,3,unacc
2,1,3,2,3,1,unacc
2,1,3,2,3,2,unacc
2,1,3,2,3,3,unacc
2,1,3,4,1,1,unacc
2,1,3,4,1,2,acc
2,1,3,4,1,3,good
2,1,3,4,2,1,unacc
2,1,3,4,2,2,acc
2,1,3,4,2,3,good
2,1,3,4,3,1,unacc
2,1,3,4,3,2,good
2,1,3,4,3,3,vgood
2,1,3,3,1,1,unacc
2,1,3,3,1,2,acc
2,1,3,3,1,3,good
2,1,3,3,2,1,unacc
2,1,3,3,2,2,good
2,1,3,3,2,3,vgood
2,1,3,3,3,1,unacc
2,1,3,3,3,2,good
2,1,3,3,3,3,vgood
2,1,4,2,1,1,unacc
2,1,4,2,1,2,unacc
2,1,4,2,1,3,unacc
2,1,4,2,2,1,unacc
2,1,4,2,2,2,unacc
2,1,4,2,2,3,unacc
2,1,4,2,3,1,unacc
2,1,4,2,3,2,unacc
2,1,4,2,3,3,unacc
2,1,4,4,1,1,unacc
2,1,4,4,1,2,acc
2,1,4,4,1,3,good
2,1,4,4,2,1,unacc
2,1,4,4,2,2,good
2,1,4,4,2,3,vgood
2,1,4,4,3,1,unacc
2,1,4,4,3,2,good
2,1,4,4,3,3,vgood
2,1,4,3,1,1,unacc
2,1,4,3,1,2,acc
2,1,4,3,1,3,good
2,1,4,3,2,1,unacc
2,1,4,3,2,2,good
2,1,4,3,2,3,vgood
2,1,4,3,3,1,unacc
2,1,4,3,3,2,good
2,1,4,3,3,3,vgood
2,1,6,2,1,1,unacc
2,1,6,2,1,2,unacc
2,1,6,2,1,3,unacc
2,1,6,2,2,1,unacc
2,1,6,2,2,2,unacc
2,1,6,2,2,3,unacc
2,1,6,2,3,1,unacc
2,1,6,2,3,2,unacc
2,1,6,2,3,3,unacc
2,1,6,4,1,1,unacc
2,1,6,4,1,2,acc
2,1,6,4,1,3,good
2,1,6,4,2,1,unacc
2,1,6,4,2,2,good
2,1,6,4,2,3,vgood
2,1,6,4,3,1,unacc
2,1,6,4,3,2,good
2,1,6,4,3,3,vgood
2,1,6,3,1,1,unacc
2,1,6,3,1,2,acc
2,1,6,3,1,3,good
2,1,6,3,2,1,unacc
2,1,6,3,2,2,good
2,1,6,3,2,3,vgood
2,1,6,3,3,1,unacc
2,1,6,3,3,2,good
2,1,6,3,3,3,vgood
